co2,temperature,humidity,rainfall,pyrano
521.0,23.86,100.0,0.0,0.0
521.0,23.748,100.0,0.0,0.0
508.0,23.732,100.0,0.0,0.0
505.0,23.692,100.0,0.0,0.0
504.0,23.86,100.0,0.0,0.0
505.0,23.83,100.0,0.0,0.0
513.0,23.774,100.0,0.0,0.0
513.0,23.774,100.0,0.0,0.0
511.0,23.86,100.0,0.0,0.0
511.0,23.788,100.0,0.0,0.0
509.0,23.718,100.0,0.0,0.0
508.0,23.748,100.0,0.0,0.0
508.0,23.873,100.0,0.0,0.0
509.0,23.873,100.0,0.0,0.0
510.0,23.788,100.0,0.0,0.0
510.0,23.788,100.0,0.0,0.0
511.0,23.705,100.0,0.0,0.0
516.0,23.676,100.0,0.0,0.0
517.0,23.662,100.0,0.0,0.0
514.0,23.649,100.0,0.0,0.0
514.0,23.619,100.0,0.0,0.0
519.0,23.705,100.0,0.0,0.0
522.0,23.662,100.0,0.0,0.0
521.0,23.649,100.0,0.0,0.0
521.0,23.705,100.0,0.0,0.0
521.0,23.662,100.0,0.0,0.0
521.0,23.606,100.0,0.0,0.0
521.0,23.635,100.0,0.0,0.0
521.0,23.537,100.0,0.0,0.0
521.0,23.593,100.0,0.0,0.0
521.0,23.577,100.0,0.0,0.0
521.0,23.606,100.0,0.0,0.0
521.0,23.649,100.0,0.0,0.0
521.0,23.563,100.0,0.0,0.0
521.0,23.593,100.0,0.0,0.0
521.0,23.635,100.0,0.0,0.0
521.0,23.55,100.0,0.0,0.0
521.0,23.55,100.0,0.0,0.0
521.0,23.593,100.0,0.0,0.0
521.0,23.606,100.0,0.0,0.0
521.0,23.593,100.0,0.0,0.0
521.0,23.577,100.0,0.0,0.0
521.0,23.55,100.0,0.0,0.0
521.0,23.521,100.0,0.0,0.0
521.0,23.494,100.0,0.0,0.0
521.0,23.465,100.0,0.0,0.0
521.0,23.521,100.0,0.0,0.0
521.0,23.408,100.0,0.0,0.0
521.0,23.408,100.0,0.0,0.0
521.0,23.494,100.0,0.0,0.0
521.0,23.494,100.0,0.0,0.0
521.0,23.494,100.0,0.0,0.0
521.0,23.494,100.0,0.0,0.0
521.0,23.438,100.0,0.0,0.0
521.0,23.382,100.0,0.0,0.0
518.0,23.438,100.0,0.0,0.0
517.0,23.368,100.0,0.0,0.0
514.0,23.382,100.0,0.0,0.0
508.0,23.336,100.0,0.0,0.0
506.0,23.323,100.0,0.0,0.0
505.0,23.395,100.0,0.0,0.0
505.0,23.323,100.0,0.0,0.0
504.0,23.368,100.0,0.0,0.0
502.0,23.382,100.0,0.0,0.0
503.0,23.323,100.0,0.0,0.0
503.0,23.395,100.0,0.0,0.0
504.0,23.55,100.0,0.0,0.0
500.0,23.336,100.0,0.0,0.0
498.0,23.323,100.0,0.0,0.0
498.0,23.31,100.0,0.0,0.0
504.0,23.368,100.0,0.0,0.0
506.0,23.323,100.0,0.0,0.0
511.0,23.254,100.0,0.0,0.0
511.0,23.31,100.0,0.0,0.0
501.0,23.267,100.0,0.0,0.0
497.0,23.254,100.0,0.0,0.0
495.0,23.35,100.0,0.0,0.0
493.0,23.294,100.0,0.0,0.0
494.0,23.465,100.0,0.0,0.0
495.0,23.336,100.0,0.0,0.0
495.0,23.31,100.0,0.0,0.0
516.0,23.28,100.0,0.0,0.0
518.0,23.238,100.0,0.0,0.0
533.0,23.254,100.0,0.0,0.0
528.0,23.238,100.0,0.0,0.0
528.0,23.141,100.0,0.0,0.0
528.0,23.254,100.0,0.0,0.0
528.0,23.28,100.0,0.0,0.0
528.0,23.224,100.0,0.0,0.0
528.0,23.211,100.0,0.0,0.0
528.0,23.198,100.0,0.0,0.0
528.0,23.238,100.0,0.0,0.0
528.0,23.168,100.0,0.0,0.0
528.0,23.224,100.0,0.0,0.0
528.0,23.125,100.0,0.0,0.0
528.0,23.155,100.0,0.0,0.0
528.0,23.254,100.0,0.0,0.0
528.0,23.267,100.0,0.0,0.0
528.0,23.224,100.0,0.0,0.0
528.0,23.141,100.0,0.0,0.0
528.0,23.125,100.0,0.0,0.0
528.0,23.254,100.0,0.0,0.0
528.0,23.31,100.0,0.0,0.0
528.0,23.294,100.0,0.0,0.0
528.0,23.254,100.0,0.0,0.0
528.0,23.294,100.0,0.0,0.0
528.0,23.254,100.0,0.0,0.0
528.0,23.294,100.0,0.0,0.0
528.0,23.28,100.0,0.0,0.0
528.0,23.168,100.0,0.0,0.0
528.0,23.168,100.0,0.0,0.0
528.0,23.168,100.0,0.0,0.0
528.0,23.168,100.0,0.0,0.0
528.0,23.198,100.0,0.0,0.0
528.0,23.323,100.0,0.0,0.0
528.0,23.336,100.0,0.0,0.0
525.0,23.336,100.0,0.0,0.0
524.0,23.336,100.0,0.0,0.0
524.0,23.35,100.0,0.0,1.0
524.0,23.368,100.0,0.0,1.0
524.0,23.336,100.0,0.0,1.0
524.0,23.323,100.0,0.0,1.0
524.0,23.294,100.0,0.0,1.0
524.0,23.35,100.0,0.0,1.0
524.0,23.211,100.0,0.0,1.0
538.0,23.28,100.0,0.0,2.0
528.0,23.254,100.0,0.0,2.0
526.0,23.323,100.0,0.0,3.0
534.0,23.382,100.0,0.0,3.0
529.0,23.408,100.0,0.0,4.0
519.0,23.336,100.0,0.0,5.0
518.0,23.395,100.0,0.0,6.0
518.0,23.465,100.0,0.0,7.0
517.0,23.425,100.0,0.0,7.0
513.0,23.425,100.0,0.0,8.0
514.0,23.408,100.0,0.0,10.0
516.0,23.395,100.0,0.0,11.0
516.0,23.425,100.0,0.0,13.0
517.0,23.521,100.0,0.0,15.0
524.0,23.481,100.0,0.0,16.0
524.0,23.494,100.0,0.0,18.0
524.0,23.635,100.0,0.0,19.0
533.0,23.451,100.0,0.0,21.0
539.0,23.606,100.0,0.0,22.0
538.0,23.593,100.0,0.0,23.0
538.0,23.593,100.0,0.0,24.0
538.0,23.662,100.0,0.0,26.0
538.0,23.705,100.0,0.0,28.0
538.0,23.649,100.0,0.0,30.0
538.0,23.718,100.0,0.0,32.0
538.0,23.662,100.0,0.0,34.0
538.0,23.732,100.0,0.0,36.0
538.0,23.817,100.0,0.0,38.0
538.0,23.804,100.0,0.0,40.0
538.0,23.86,100.0,0.0,42.0
538.0,23.873,100.0,0.0,44.0
538.0,23.83,100.0,0.0,45.0
538.0,23.886,100.0,0.0,47.0
538.0,24.001,100.0,0.0,48.0
538.0,23.932,100.0,0.0,48.0
538.0,24.044,100.0,0.0,48.0
538.0,24.087,100.0,0.0,48.0
538.0,23.959,100.0,0.0,48.0
538.0,23.975,100.0,0.0,48.0
538.0,24.044,100.0,0.0,48.0
538.0,24.044,100.0,0.0,48.0
538.0,24.044,100.0,0.0,48.0
538.0,23.959,100.0,0.0,48.0
538.0,24.071,100.0,0.0,48.0
538.0,24.143,100.0,0.0,48.0
538.0,24.143,100.0,0.0,48.0
538.0,24.143,100.0,0.0,48.0
538.0,24.143,100.0,0.0,48.0
538.0,24.071,100.0,0.0,48.0
538.0,24.1,100.0,0.0,47.0
550.0,24.057,100.0,0.0,47.0
546.0,24.1,100.0,0.0,47.0
545.0,24.156,100.0,0.0,47.0
543.0,24.17,100.0,0.0,47.0
543.0,24.044,100.0,0.0,48.0
543.0,24.186,100.0,0.0,48.0
541.0,24.127,100.0,0.0,49.0
543.0,24.242,100.0,0.0,50.0
542.0,24.226,100.0,0.0,51.0
537.0,24.212,100.0,0.0,53.0
538.0,24.212,100.0,0.0,55.0
543.0,24.212,100.0,0.0,57.0
548.0,24.242,100.0,0.0,59.0
548.0,24.298,100.0,0.0,62.0
545.0,24.367,100.0,0.0,64.0
545.0,24.268,100.0,0.0,66.0
540.0,24.45,100.0,0.0,69.0
539.0,24.45,100.0,0.0,73.0
537.0,24.538,100.0,0.0,76.0
538.0,24.551,100.0,0.0,80.0
535.0,24.565,100.0,0.0,84.0
532.0,24.677,100.0,0.0,86.0
530.0,24.706,100.0,0.0,88.0
528.0,24.621,100.0,0.0,90.0
526.0,24.495,100.0,0.0,92.0
529.0,24.664,100.0,0.0,95.0
525.0,24.65,100.0,0.0,98.0
524.0,24.677,100.0,0.0,101.0
526.0,24.706,100.0,0.0,105.0
524.0,24.72,100.0,0.0,108.0
523.0,24.621,100.0,0.0,111.0
523.0,24.861,100.0,0.0,115.0
523.0,24.96,100.0,0.0,118.0
523.0,24.944,100.0,0.0,123.0
523.0,24.944,100.0,0.0,127.0
523.0,24.931,100.0,0.0,131.0
523.0,25.187,100.0,0.0,134.0
523.0,25.312,100.0,0.0,137.0
523.0,25.243,100.0,0.0,140.0
523.0,25.171,100.0,0.0,143.0
523.0,25.256,100.0,0.0,146.0
523.0,25.523,100.0,0.0,149.0
523.0,25.721,100.0,0.0,151.0
523.0,25.467,99.78,0.0,153.0
523.0,25.537,100.0,0.0,155.0
523.0,25.398,98.941,0.0,158.0
523.0,25.454,99.765,0.0,161.0
523.0,25.369,98.68,0.0,163.0
523.0,25.625,99.95,0.0,163.0
523.0,25.467,97.687,0.0,163.0
523.0,25.369,98.506,0.0,161.0
523.0,25.411,97.998,0.0,157.0
523.0,25.494,98.286,0.0,156.0
523.0,25.806,97.665,0.0,158.0
523.0,25.849,98.421,0.0,162.0
523.0,25.849,98.421,0.0,162.0
523.0,25.849,98.421,0.0,162.0
523.0,25.849,98.421,0.0,162.0
523.0,26.202,96.558,0.0,184.0
523.0,26.287,95.503,0.0,201.0
494.0,26.439,95.344,0.0,210.0
493.0,26.725,95.619,0.0,199.0
485.0,26.877,93.445,0.0,188.0
483.0,27.104,93.599,0.0,184.0
485.0,27.174,92.804,0.0,183.0
485.0,27.443,92.099,0.0,189.0
484.0,27.724,90.597,0.0,196.0
477.0,27.513,91.324,0.0,210.0
478.0,27.75,91.342,0.0,230.0
478.0,27.908,90.436,0.0,235.0
478.0,28.033,90.369,0.0,255.0
478.0,28.431,88.76,0.0,294.0
470.0,28.063,88.225,0.0,314.0
470.0,27.993,88.994,0.0,351.0
470.0,28.514,87.503,0.0,341.0
470.0,28.712,86.436,0.0,372.0
470.0,28.656,86.4,0.0,350.0
458.0,29.401,84.541,0.0,327.0
456.0,29.532,84.413,0.0,235.0
455.0,29.67,83.456,0.0,219.0
456.0,30.01,83.072,0.0,212.0
456.0,29.331,84.874,0.0,211.0
461.0,28.696,86.032,0.0,212.0
461.0,29.008,85.617,0.0,216.0
459.0,29.275,85.249,0.0,223.0
462.0,28.244,87.636,0.0,233.0
461.0,27.908,89.03,0.0,261.0
461.0,28.925,86.505,0.0,300.0
462.0,28.781,86.857,0.0,274.0
462.0,27.908,89.259,0.0,323.0
462.0,27.825,89.343,0.0,267.0
462.0,27.977,89.969,0.0,315.0
462.0,28.64,88.199,0.0,426.0
462.0,28.808,88.028,0.0,437.0
462.0,28.995,87.356,0.0,406.0
462.0,29.246,85.663,0.0,475.0
462.0,29.769,85.937,0.0,479.0
462.0,29.839,85.565,0.0,497.0
462.0,29.839,84.738,0.0,499.0
462.0,30.389,82.159,0.0,508.0
462.0,31.801,78.804,0.0,546.0
462.0,32.621,75.505,0.0,354.0
462.0,31.745,78.851,0.0,500.0
462.0,32.634,76.968,0.0,470.0
462.0,33.58,72.636,0.0,420.0
462.0,33.254,73.652,0.0,472.0
462.0,33.323,73.983,0.0,450.0
462.0,33.705,72.967,0.0,459.0
462.0,34.004,71.794,0.0,410.0
462.0,33.665,72.476,0.0,357.0
462.0,33.51,72.306,0.0,325.0
462.0,31.996,77.409,0.0,349.0
462.0,31.815,78.071,0.0,351.0
462.0,31.673,78.984,0.0,322.0
462.0,30.869,81.157,0.0,327.0
462.0,30.869,81.157,0.0,327.0
462.0,30.869,81.157,0.0,327.0
462.0,30.869,81.157,0.0,327.0
462.0,30.685,81.811,0.0,230.0
462.0,30.939,81.886,0.0,220.0
436.0,30.122,82.09,0.0,211.0
434.0,30.194,83.738,0.0,225.0
430.0,30.346,83.253,0.0,236.0
429.0,29.19,85.264,0.0,275.0
429.0,29.246,86.976,0.0,295.0
429.0,29.078,85.597,0.0,300.0
429.0,30.023,83.703,0.0,288.0
429.0,29.852,84.179,0.0,298.0
420.0,29.163,85.287,0.0,341.0
422.0,29.756,83.693,0.0,350.0
422.0,29.358,85.995,0.0,463.0
422.0,29.937,84.807,0.0,533.0
422.0,30.319,82.599,0.0,454.0
422.0,30.869,80.485,0.0,393.0
426.0,30.56,81.076,0.0,456.0
426.0,30.517,81.025,0.0,659.0
425.0,31.545,78.576,0.0,638.0
425.0,31.673,77.975,0.0,619.0
425.0,32.028,77.487,0.0,530.0
425.0,31.801,77.65,0.0,389.0
425.0,31.008,79.628,0.0,556.0
425.0,31.307,79.423,0.0,541.0
426.0,30.827,80.211,0.0,556.0
426.0,31.884,76.739,0.0,551.0
420.0,31.983,76.979,0.0,380.0
418.0,32.816,75.738,0.0,341.0
418.0,32.944,74.765,0.0,544.0
417.0,32.816,74.285,0.0,486.0
415.0,31.983,77.784,0.0,483.0
406.0,32.015,77.179,0.0,291.0
405.0,32.536,75.88,0.0,331.0
405.0,31.956,77.421,0.0,510.0
405.0,32.111,77.224,0.0,313.0
405.0,31.745,76.84,0.0,343.0
405.0,31.179,79.707,0.0,400.0
405.0,31.096,79.158,0.0,315.0
405.0,31.604,77.888,0.0,299.0
405.0,31.59,78.332,0.0,298.0
405.0,31.729,78.141,0.0,295.0
405.0,31.689,78.306,0.0,285.0
405.0,31.828,77.922,0.0,294.0
405.0,30.602,80.893,0.0,325.0
405.0,30.715,82.164,0.0,421.0
405.0,31.265,80.096,0.0,488.0
405.0,31.59,79.606,0.0,597.0
405.0,31.433,78.643,0.0,616.0
405.0,31.489,80.206,0.0,630.0
405.0,32.055,78.978,0.0,635.0
405.0,32.691,76.689,0.0,455.0
405.0,32.691,76.826,0.0,516.0
405.0,33.086,75.998,0.0,661.0
405.0,33.804,74.165,0.0,636.0
405.0,32.816,77.002,0.0,388.0
405.0,33.043,73.826,0.0,308.0
405.0,32.974,76.159,0.0,322.0
405.0,32.974,76.159,0.0,322.0
405.0,32.974,76.159,0.0,322.0
405.0,32.974,76.159,0.0,322.0
405.0,33.353,74.586,0.0,675.0
405.0,32.974,75.512,0.0,504.0
406.0,33.481,73.315,0.0,611.0
401.0,33.0,73.606,0.0,713.0
399.0,32.071,77.989,0.0,470.0
401.0,32.76,75.975,0.0,403.0
401.0,31.871,77.665,0.0,289.0
404.0,32.071,77.51,0.0,257.0
404.0,32.197,76.965,0.0,242.0
404.0,31.66,78.575,0.0,233.0
405.0,30.896,80.938,0.0,230.0
406.0,30.333,82.187,0.0,216.0
407.0,30.968,81.222,0.0,196.0
407.0,30.402,82.507,0.0,183.0
411.0,30.546,82.068,0.0,174.0
410.0,31.123,80.407,0.0,176.0
410.0,31.209,80.868,0.0,194.0
410.0,30.685,82.113,0.0,216.0
408.0,30.194,82.673,0.0,245.0
407.0,29.881,83.977,0.0,285.0
408.0,30.517,83.795,0.0,322.0
407.0,30.685,82.937,0.0,385.0
411.0,31.152,81.921,0.0,457.0
413.0,30.757,83.333,0.0,496.0
412.0,31.462,81.543,0.0,392.0
412.0,30.784,82.182,0.0,394.0
412.0,30.968,81.63,0.0,382.0
412.0,31.222,82.022,0.0,317.0
412.0,30.445,82.498,0.0,274.0
412.0,30.84,81.767,0.0,244.0
412.0,30.672,83.116,0.0,235.0
412.0,31.209,81.488,0.0,223.0
412.0,30.56,82.518,0.0,204.0
412.0,30.362,84.468,0.0,185.0
412.0,29.937,83.68,0.0,190.0
412.0,29.852,84.865,0.0,186.0
412.0,29.345,85.812,0.0,189.0
412.0,29.532,86.334,0.0,205.0
412.0,29.74,86.171,0.0,206.0
412.0,29.572,85.983,0.0,224.0
412.0,29.473,87.233,0.0,225.0
412.0,29.588,86.299,0.0,232.0
412.0,29.953,86.21,0.0,246.0
412.0,30.389,83.862,0.0,251.0
412.0,30.629,84.39,0.0,256.0
412.0,30.715,82.934,0.0,265.0
412.0,29.937,84.063,0.0,318.0
412.0,30.319,83.822,0.0,551.0
412.0,30.744,81.286,0.0,420.0
412.0,30.29,82.316,0.0,724.0
412.0,30.194,83.496,0.0,682.0
412.0,31.139,79.985,0.0,676.0
412.0,31.051,81.294,0.0,707.0
412.0,31.278,78.737,0.0,763.0
412.0,32.434,76.693,0.0,806.0
412.0,33.468,74.578,0.0,819.0
412.0,33.142,75.958,0.0,740.0
412.0,33.142,75.958,0.0,740.0
412.0,33.142,75.958,0.0,740.0
412.0,33.142,75.958,0.0,740.0
412.0,34.581,70.719,0.0,450.0
412.0,34.255,70.788,0.0,431.0
391.0,34.298,71.017,0.0,425.0
394.0,33.761,70.033,0.0,422.0
393.0,33.425,72.276,0.0,415.0
393.0,33.211,74.02,0.0,422.0
394.0,33.0,74.934,0.0,462.0
401.0,32.111,76.835,0.0,600.0
400.0,32.21,77.359,0.0,464.0
399.0,33.086,75.225,0.0,445.0
393.0,33.906,71.281,0.0,428.0
388.0,33.777,71.493,0.0,416.0
387.0,33.056,73.503,0.0,451.0
387.0,32.183,76.727,0.0,450.0
384.0,31.59,76.471,0.0,437.0
384.0,31.377,80.073,0.0,629.0
384.0,31.291,77.304,0.0,710.0
384.0,31.39,77.052,0.0,943.0
384.0,31.927,76.771,0.0,714.0
384.0,31.152,77.871,0.0,683.0
384.0,31.577,77.769,0.0,405.0
384.0,32.239,74.449,0.0,380.0
386.0,31.39,77.826,0.0,365.0
386.0,32.266,76.464,0.0,348.0
386.0,31.532,77.624,0.0,324.0
389.0,31.008,78.883,0.0,297.0
389.0,30.896,81.355,0.0,273.0
388.0,30.912,80.264,0.0,261.0
389.0,31.038,79.705,0.0,256.0
389.0,31.518,80.813,0.0,249.0
389.0,31.884,78.618,0.0,243.0
388.0,32.183,77.527,0.0,240.0
388.0,31.334,77.16,0.0,238.0
388.0,30.925,80.154,0.0,238.0
388.0,30.995,79.684,0.0,238.0
388.0,30.896,80.319,0.0,240.0
388.0,31.235,81.117,0.0,243.0
388.0,31.604,79.355,0.0,244.0
388.0,31.489,80.703,0.0,250.0
388.0,31.209,79.451,0.0,249.0
388.0,30.629,83.104,0.0,241.0
388.0,30.277,83.093,0.0,223.0
388.0,30.122,83.96,0.0,214.0
388.0,30.25,82.498,0.0,216.0
388.0,29.967,83.02,0.0,216.0
388.0,29.852,83.735,0.0,211.0
388.0,29.67,83.821,0.0,205.0
388.0,29.516,83.949,0.0,200.0
388.0,29.345,84.884,0.0,194.0
388.0,29.206,84.819,0.0,181.0
388.0,29.401,85.936,0.0,165.0
388.0,29.67,85.489,0.0,154.0
388.0,29.358,84.459,0.0,146.0
388.0,29.176,85.624,0.0,144.0
388.0,29.064,85.882,0.0,146.0
388.0,29.15,85.516,0.0,154.0
388.0,29.176,86.285,0.0,160.0
388.0,29.176,86.285,0.0,160.0
388.0,29.176,86.285,0.0,160.0
388.0,29.176,86.285,0.0,160.0
388.0,28.725,87.233,0.0,96.0
388.0,28.487,89.158,0.0,81.0
380.0,28.528,88.93,0.0,78.0
382.0,28.346,89.557,0.0,77.0
382.0,28.063,90.533,0.0,75.0
380.0,27.796,90.898,0.0,75.0
380.0,27.596,91.76,0.0,77.0
379.0,27.556,93.169,0.3,78.0
378.0,27.302,93.285,0.3,78.0
378.0,27.232,94.826,0.3,78.0
378.0,27.005,96.336,0.6,77.0
378.0,26.808,96.324,0.3,75.0
378.0,26.669,96.136,0.3,73.0
378.0,26.511,96.883,0.0,70.0
378.0,26.357,97.469,0.3,68.0
378.0,26.188,97.295,0.0,65.0
395.0,26.119,97.743,0.6,61.0
394.0,26.044,98.245,0.3,60.0
392.0,25.948,98.584,0.6,59.0
387.0,25.737,98.242,0.6,60.0
386.0,25.652,98.749,0.6,61.0
386.0,25.537,99.094,0.6,63.0
412.0,25.299,99.039,0.3,64.0
413.0,25.467,99.825,0.6,64.0
418.0,25.411,99.806,0.3,65.0
417.0,25.55,100.0,0.3,65.0
415.0,25.467,99.944,0.3,65.0
415.0,25.425,100.0,0.3,65.0
417.0,25.355,100.0,0.3,65.0
416.0,25.454,100.0,0.0,65.0
415.0,25.411,100.0,0.0,65.0
